Carimbo de data/hora,Com que frequência costuma jogar games?,Idade (anos):,Gênero:,Estado de residência?,Situação atual,Grau de escolaridade,Qual plataforma prefere usar para jogar?,"Você conhece os componentes do seu computador (Processador, Placa de Vídeo e Memória RAM) ?",Quantos Gigabytes de memória RAM?,Qual a marca do seu processador?,Qual o modelo do processador?,Qual a marca da sua placa de Vídeo?,Qual o modelo da sua placa de vídeo?,Quantos Gigabytes possui sua placa de video?,A maioria das suas peças foram compradas em:,Qual console você possui?,O seu console mais recente foi comprado em:,Qual seu estilo de jogo favorito?,Qual seu jogo preferido?,"Em média, quanto costuma gastar mensalmente com jogos?"
20/06/2019 21:21:07,Frequentemente,22,Homem,Rio Grande do Sul – RS,Só Trabalha,Ensino Superior Completo,Notebook,Sim,8 GB,Intel,Intel HD 5500,Nvidia,Geforce 920M,4 GB,Loja virtual,,,"Esporte, FPS/TPS, Mundo Aberto",CS,R$1 a R$50
20/06/2019 21:24:38,Frequentemente,14,Homem,Minas Gerais – MG,Só Estuda,Ensino Fundamental Incompleto,Notebook,Sim,4 GB,Intel,i3 7100u,Nvidia,intel hd graphics 620,2 GB,Loja física,,,"FPS/TPS, MOBA, Mundo Aberto, Sobrevivência",CS GO,R$1 a R$50
20/06/2019 21:31:04,Raramente,18,Homem,Rio Grande do Sul – RS,Estuda e Trabalha,Ensino Médio Incompleto,Notebook,Sim,4 GB,Intel,I3,Nvidia,RX 580,2 GB,Loja física,,,"FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",CS ,Nada
20/06/2019 21:33:42,Frequentemente,23,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,12 GB,AMD,amd fx 8300 ,AMD,R7 260,2 GB,Loja virtual,,,"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG",CS,Nada
20/06/2019 21:38:10,Regularmente,20,Mulher,Pernambuco – PE,Só Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Não,,,,,,,,,,"ARCADE, Aventura, Luta, Mundo Aberto, RPG/MMORPG, Simulação",Guacamelee ,R$1 a R$50
20/06/2019 21:44:08,Raramente,20,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Médio Completo,Outros (Celular),,,,,,,,,,,Raciocínio,Super Mario,Nada
20/06/2019 21:53:03,Frequentemente,18,Homem,Minas Gerais – MG,Não Estuda e Não Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 2310,Nvidia,GT 730,2 GB,Loja física,,,FPS/TPS,CS:GO,Nada
20/06/2019 21:53:23,Frequentemente,21,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I7 3770,Nvidia,Gtx 950 2gb,2 GB,Loja virtual,,,FPS/TPS,Csgo e pubg ,Nada
20/06/2019 21:54:49,Frequentemente,19,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,mais de 16 GB,Intel,I9 7900x ,Nvidia,GTX 1080,8 GB,Loja física,,,"ARCADE, Aventura, Corrida, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror, Run'n  gun ",A serie Zelda ,mais de R$200
20/06/2019 21:59:47,Frequentemente,20,Homem,Paraná – PR,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i3 6100,Nvidia,gtx 1050,2 GB,Loja física,,,FPS/TPS,cs go,mais de R$200
20/06/2019 22:01:23,Frequentemente,20,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,Core i5 8° Geração,Nvidia,Notebook onboard,1 GB,Loja virtual,,,"ARCADE, FPS/TPS, MOBA, RPG/MMORPG, Simulação",CS:GO,Nada
20/06/2019 22:08:36,Frequentemente,20,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,16 GB,Intel,intel core i5 8400,Nvidia,RTX 2060,6 GB,Loja virtual,,,"Aventura, FPS/TPS, RPG/MMORPG, Sobrevivência, Terror",Monster hunter,R$1 a R$50
20/06/2019 22:25:53,Frequentemente,30,Homem,Rio Grande do Sul – RS,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,Intel,I7 7700,Nvidia,1070,8 GB,Loja física,,,"Corrida, Esporte, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Simulação",CSGO PUBG,R$1 a R$50
20/06/2019 22:28:53,Regularmente,22,Homem,Minas Gerais – MG,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,ryzen 5 2600,Nvidia,GTX 1060,6 GB,Loja virtual,,,"ARCADE, FPS/TPS, RPG/MMORPG",nao tenho ,Nada
20/06/2019 22:29:31,Frequentemente,17,Homem,Minas Gerais – MG,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja física,"FPS/TPS, Sobrevivência",Apex,mais de R$200
20/06/2019 22:34:03,Frequentemente,25,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,mais de 16 GB,Intel,i5 8800,Nvidia,NVIDIA GTX 1060,6 GB,Loja virtual,,,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror",Bioshock,R$51 a R$100
20/06/2019 22:40:41,Frequentemente,19,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,AMD,Processador AMD Athlon 5150 Kabini Quad-Core 1.6GHz 2MB Cache AM1,Nvidia,GT 210,2 GB,Loja física,,,"Aventura, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",League Of Legends,Nada
20/06/2019 22:43:31,Frequentemente,21,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5 7400,Nvidia,GTX 1050ti,4 GB,Loja física,,,"Aventura, Luta, MOBA, RPG/MMORPG",Crash,R$151 a R$200
20/06/2019 22:49:09,Frequentemente,21,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,Amdfx8300,Nvidia,Gtx1050ti,4 GB,Loja física,,,"MOBA, Mundo Aberto, RPG/MMORPG",Lol,R$151 a R$200
20/06/2019 22:54:43,Frequentemente,73,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,8 GB,Intel,I7 7700k,Nvidia,G.t.x 980,4 GB,Loja física,,,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG",Skyrim,R$51 a R$100
20/06/2019 22:55:02,Regularmente,14,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i7 2600,Nvidia,GTX 1060,2 GB,Loja virtual,,,"Aventura, Mundo Aberto, RPG/MMORPG",Detroit: Become Human,R$1 a R$50
20/06/2019 22:55:59,Raramente,28,Mulher,Espírito Santo – ES,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja virtual,Esporte,Fifa Soccer,Nada
20/06/2019 22:58:25,Frequentemente,20,Homem,Minas Gerais – MG,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i7 4770,Nvidia,GTX 1060,4 GB,Loja física,,,"FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",Grand Theft Auto V,R$1 a R$50
20/06/2019 23:00:19,Frequentemente,13,Homem,Santa Catarina – SC,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5-4210U,Nvidia,Geforce 710m,2 GB,Loja virtual,,,"Aventura, Esporte, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação",Csgo,R$51 a R$100
20/06/2019 23:03:22,Frequentemente,20,Homem,São Paulo – SP,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i7,Nvidia,gtx 960,1 GB,Loja virtual,,,MOBA,lol,Nada
20/06/2019 23:04:55,Frequentemente,17,Homem,Paraná – PR,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,2 GB,Intel,i3,Nvidia,GTX 9500,2 GB,Loja física,,,FPS/TPS,CS GO,Nada
20/06/2019 23:06:47,Regularmente,15,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i7 2600k,Nvidia,gtx 950,2 GB,Loja virtual,,,"Aventura, Esporte, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",dead by daylight,R$1 a R$50
20/06/2019 23:13:47,Frequentemente,24,Homem,Rio Grande do Norte – RN,Só Estuda,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,Intel,i7 7700k 4.2 Ghz,Nvidia,GTX 1060 gigabyte,6 GB,Loja física,,,"Aventura, FPS/TPS, Mundo Aberto, Sobrevivência",Counter strike global offensive,R$1 a R$50
20/06/2019 23:14:37,Frequentemente,41,Mulher,Bahia – BA,Não Estuda e Não Trabalha,Ensino Fundamental Incompleto,Notebook,Não,,,,,,,,,,Dormir Na cama,Minha cama,mais de R$200
20/06/2019 23:17:25,Regularmente,20,Mulher,Minas Gerais – MG,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,Ps2 e wii,Loja física,"ARCADE, Aventura, Corrida, FPS/TPS, Mundo Aberto, RPG/MMORPG, Terror",Tomb raider,Nada
20/06/2019 23:25:30,Frequentemente,17,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Outros (Celular),,,,,,,,,,,"Luta, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",chrono trigger,R$1 a R$50
20/06/2019 23:36:45,Frequentemente,13,Homem,Rio Grande do Sul – RS,Estuda e Trabalha,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 8400,Nvidia,GTX 1050 Ti,4 GB,Loja física,,,"FPS/TPS, RPG/MMORPG",League of legends,mais de R$200
20/06/2019 23:40:11,Regularmente,25,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i7 7700k,Nvidia,asus strix 1080,8 GB,Loja virtual,,,"Corrida, Esporte, FPS/TPS, MOBA, Sobrevivência",LOL/CSGO/PUBG,R$1 a R$50
21/06/2019 00:05:59,Frequentemente,18,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,I5 7400,Nvidia,Gtx 660 ti,2 GB,Loja física,,,"FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência",Destiny,R$1 a R$50
21/06/2019 00:08:23,Frequentemente,29,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,Intel,i7 7700,Nvidia,1080,8 GB,Loja virtual,,,"Aventura, Corrida, FPS/TPS, RPG/MMORPG, Simulação",Destiny,R$51 a R$100
21/06/2019 00:08:46,Regularmente,37,Homem,Pernambuco – PE,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,"Aventura, Mundo Aberto, Sobrevivência, Terror",The Last of Us,R$1 a R$50
21/06/2019 00:10:00,Frequentemente,31,Homem,Minas Gerais – MG,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,"Aventura, Esporte, FPS/TPS, RPG/MMORPG",Destiny,R$51 a R$100
21/06/2019 00:10:17,Frequentemente,30,Homem,Santa Catarina – SC,Só Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja física,"Esporte, RPG/MMORPG, Terror",resident evil,Nada
21/06/2019 00:10:29,Regularmente,18,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Notebook,Sim,8 GB,Intel,I7,Nvidia,Gtx 960,2 GB,Loja física,,,FPS/TPS,Cs,Nada
21/06/2019 00:13:51,Frequentemente,22,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Aventura, Mundo Aberto, RPG/MMORPG",The witcher,R$151 a R$200
21/06/2019 00:14:14,Frequentemente,19,Homem,São Paulo – SP,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,I5 2400,Nvidia,Gtx 1050ti,4 GB,Loja virtual,,,"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",Destiny 2,R$1 a R$50
21/06/2019 00:20:22,Frequentemente,18,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Médio Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja física,RPG/MMORPG,Diablo 3,R$101 a R$150
21/06/2019 00:23:09,Frequentemente,19,Mulher,Paraíba – PB,Só Estuda,Ensino Médio Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,"FPS/TPS, RPG/MMORPG, Sobrevivência",Destiny,Nada
21/06/2019 00:30:06,Frequentemente,22,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX 360,Loja física,"ARCADE, Aventura, Esporte, Luta, Mundo Aberto, Terror",GTA 5,R$1 a R$50
21/06/2019 00:38:54,Frequentemente,19,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,AMD,FX 8300,AMD,RX 390,4 GB,Loja virtual,,,"ARCADE, Aventura, Corrida, FPS/TPS, MOBA, RPG/MMORPG",CS: GO,R$1 a R$50
21/06/2019 00:44:04,Regularmente,15,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,4 GB,Intel,i3 4170,Nvidia,Gt 740,2 GB,Loja virtual,,,"Aventura, Corrida, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Destiny,Nada
21/06/2019 00:55:05,Frequentemente,21,Homem,Minas Gerais – MG,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I3 3200,Nvidia,Gtx 650,1 GB,Loja física,,,"Aventura, Esporte, FPS/TPS, MOBA, Sobrevivência",League of legends,Nada
21/06/2019 00:57:42,Frequentemente,23,Homem,Minas Gerais – MG,Não Estuda e Não Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,"Playstation 3, Playstation 4",Loja virtual,"ARCADE, Aventura, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror",Destiny 2,R$51 a R$100
21/06/2019 00:57:49,Frequentemente,36,Homem,Pernambuco – PE,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,Playstation 4,Loja virtual,Mundo Aberto,The last of us,R$51 a R$100
21/06/2019 00:59:17,Frequentemente,18,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I3 4170,Nvidia,GTX 750 ,1 GB,Loja virtual,,,"Aventura, Corrida, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG",The Elder Scrolls V: Skyrim ,Nada
21/06/2019 01:03:56,Frequentemente,16,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 4460s,Nvidia,1050ti,2 GB,Loja virtual,,,RPG/MMORPG,csgo,Nada
21/06/2019 01:04:15,Regularmente,21,Homem,Minas Gerais – MG,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,I3 2100,Nvidia,Gt 730,2 GB,Loja física,,,"FPS/TPS, RPG/MMORPG",Elder scrolls online,Nada
21/06/2019 01:14:45,Frequentemente,20,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD FX 4500,Nvidia,GTX 630,4 GB,Loja física,,,"Esporte, FPS/TPS",CS,Nada
21/06/2019 01:14:45,Regularmente,24,Homem,Pernambuco – PE,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,AMD,R5 2400g,AMD,Rx570,4 GB,Loja virtual,,,"Corrida, Esporte, FPS/TPS, Simulação",CS:GO,R$1 a R$50
21/06/2019 01:15:41,Regularmente,19,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 4, XBOX 360",Loja física,"Corrida, Esporte, FPS/TPS, Luta, Simulação, Sobrevivência",The Last Of Us ,R$101 a R$150
21/06/2019 01:16:15,Regularmente,17,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,16 GB,Intel,i7 7700k,AMD,Rx 580 ,8 GB,Loja virtual,,,"FPS/TPS, Mundo Aberto, Sobrevivência",No momento Destiny 2,R$51 a R$100
21/06/2019 01:16:36,Frequentemente,27,Outro,Paraná – PR,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG",Horizon Zero Dawn,R$51 a R$100
21/06/2019 01:18:07,Regularmente,19,Homem,Alagoas – AL,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,I5 7400,Nvidia,Gtx 1070ti,8 GB,Loja virtual,,,"Aventura, FPS/TPS, Mundo Aberto, Sobrevivência",Bioshock infinite,R$1 a R$50
21/06/2019 01:21:07,Frequentemente,23,Homem,Rio de Janeiro – RJ,Não Estuda e Não Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 4460,Nvidia,GTX 750 ti,2 GB,Loja física,,,"ARCADE, Aventura, Corrida, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",Ace combat 5,R$51 a R$100
21/06/2019 01:22:44,Frequentemente,29,Homem,Goiás – GO,Só Estuda,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,AMD,Ryzen 7 1700,Nvidia,GTX 1070,8 GB,Loja virtual,,,"Corrida, FPS/TPS, MOBA, RPG/MMORPG, Simulação",Destiny 2,R$1 a R$50
21/06/2019 01:22:58,Frequentemente,17,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,"XBOX 360, XBOX ONE",Loja física,"Aventura, FPS/TPS, RPG/MMORPG",Life is strange ,R$1 a R$50
21/06/2019 01:27:34,Frequentemente,20,Homem,Rio Grande do Sul – RS,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i7,Nvidia,Intel (padrão da placa mãe),1 GB,Loja física,,,"ARCADE, Corrida, FPS/TPS, Luta, Simulação",Counter Strike,R$1 a R$50
21/06/2019 01:27:42,Frequentemente,25,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i5 6600,Nvidia,gtx1060,6 GB,Loja física,,,"FPS/TPS, Mundo Aberto, RPG/MMORPG",World of warcraft,mais de R$200
21/06/2019 01:28:47,Frequentemente,18,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,"PSP, Playstation 3, Playstation 4, XBOX 360",Loja física,"ARCADE, Aventura, Corrida, Mundo Aberto, RPG/MMORPG",Qual quer Mario kart,R$1 a R$50
21/06/2019 01:29:47,Frequentemente,30,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,FPS/TPS,Destiny ,Nada
21/06/2019 01:33:08,Frequentemente,17,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i7 6700,Nvidia,RTX 2060,6 GB,Loja física,,,"ARCADE, Aventura, Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",DESTINY 2,R$1 a R$50
21/06/2019 01:33:15,Frequentemente,13,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Não,,,,,,,,,,"ARCADE, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror",Pubg mobile,Nada
21/06/2019 01:33:45,Frequentemente,27,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"XBOX ONE, Switch ",Loja virtual,"ARCADE, Aventura, FPS/TPS, RPG/MMORPG",Destiny 2 e Pokemon ,Nada
21/06/2019 01:33:47,Frequentemente,18,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i3 7100,Nvidia,GTX 1050,2 GB,Loja física,,,"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG",CS:GO,Nada
21/06/2019 01:40:59,Frequentemente,15,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i3 6100,Nvidia,GTX 720,2 GB,Loja virtual,,,"Corrida, Esporte, FPS/TPS",CSGO E GRID2,R$1 a R$50
21/06/2019 01:46:44,Frequentemente,22,Homem,Santa Catarina – SC,Não Estuda e Não Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,Playstation 4,Loja virtual,todos ,"Destiny, gta, god of war, super mario, teken, mortal kombat",mais de R$200
21/06/2019 01:47:46,Regularmente,15,Homem,São Paulo – SP,Só Estuda,Ensino Fundamental Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência",Destiny 2,R$1 a R$50
21/06/2019 01:48:36,Frequentemente,21,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 3, Playstation 4, XBOX 360",Loja física,"Aventura, Corrida, FPS/TPS, Mundo Aberto",Destiny,R$51 a R$100
21/06/2019 01:54:28,Frequentemente,39,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,Intel,Intel Core i3 5500,Nvidia,Gtx 1030,2 GB,Loja física,,,FPS/TPS,CS:GO,R$1 a R$50
21/06/2019 02:06:39,Frequentemente,18,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 4440,Nvidia,gtx 970,4 GB,Loja virtual,,,"Aventura, FPS/TPS, Mundo Aberto, Sobrevivência",cs go,R$1 a R$50
21/06/2019 02:11:48,Frequentemente,15,Homem,Ceará – CE,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 7400,Nvidia,GTX 1050,2 GB,Loja física,,,"ARCADE, Aventura, Corrida, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",Dying Light,R$151 a R$200
21/06/2019 02:18:05,Frequentemente,24,Homem,Santa Catarina – SC,Não Estuda e Não Trabalha,Ensino Fundamental Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,RPG/MMORPG,Atualmente nenhum,R$51 a R$100
21/06/2019 02:20:54,Frequentemente,26,Mulher,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,"Playstation 4, XBOX ONE",Loja virtual,"Aventura, FPS/TPS, RPG/MMORPG, Terror",Todos da série Souls,R$51 a R$100
21/06/2019 02:26:52,Frequentemente,23,Homem,Minas Gerais – MG,Não Estuda e Não Trabalha,Ensino Superior Incompleto,Notebook,Sim,8 GB,Intel,i5 5200u,Nvidia,geforce 920m,2 GB,Loja física,,,"Aventura, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",lol,R$51 a R$100
21/06/2019 02:30:46,Regularmente,48,Homem,Ceará – CE,Estuda e Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,FPS/TPS,Destiny,R$1 a R$50
21/06/2019 02:38:35,Regularmente,27,Homem,Santa Catarina – SC,Só Trabalha,Ensino Superior Completo,Notebook,Sim,16 GB,Intel,i7,Nvidia,GTX 940M,4 GB,Loja virtual,,,"Corrida, Esporte, FPS/TPS",CS GO,R$1 a R$50
21/06/2019 02:38:59,Frequentemente,27,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 3, Playstation 4",Loja virtual,"ARCADE, Aventura, Corrida, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror",The Elder Scrolls,R$51 a R$100
21/06/2019 02:41:12,Frequentemente,23,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,FPS/TPS,Destiny ,R$1 a R$50
21/06/2019 02:47:12,Regularmente,17,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i5 7600,Nvidia,gtx 1060,6 GB,Loja virtual,,,FPS/TPS,rainbow six,Nada
21/06/2019 02:50:49,Frequentemente,25,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,I7,Nvidia,GTX980,4 GB,Loja virtual,,,"ARCADE, FPS/TPS, Mundo Aberto, RPG/MMORPG, Terror",Half-Life,R$1 a R$50
21/06/2019 02:58:07,Frequentemente,36,Homem,Maranhão – MA,Só Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,FPS/TPS,Destiny,R$101 a R$150
21/06/2019 02:58:30,Frequentemente,15,Homem,Santa Catarina – SC,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,16 GB,Intel,I7 7700,Nvidia,1060 6gb,6 GB,Loja física,,,FPS/TPS,Counter Strike,R$1 a R$50
21/06/2019 03:42:28,Frequentemente,78,Mulher,Distrito Federal – DF,Estuda e Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,mais de 16 GB,Intel,i5 8400,Nvidia,nvidia: gtx 1080,mais de 8 GB,Loja física,,,"Esporte, FPS/TPS, RPG/MMORPG, Terror",LOL,mais de R$200
21/06/2019 03:50:52,Regularmente,21,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,6 GB,AMD,FX 6300,AMD,R7 340,2 GB,Loja física,,,"Aventura, FPS/TPS, MOBA, Mundo Aberto, Simulação, Sobrevivência, Terror",Smite,Nada
21/06/2019 03:51:41,Frequentemente,27,Homem,Sergipe – SE,Não Estuda e Não Trabalha,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i5-3330,Nvidia,GeForce GTX 750,1 GB,Loja física,,,"ARCADE, Aventura, Corrida, FPS/TPS, Simulação, Sobrevivência, Terror, Indies",Nao sei bem definir um,R$1 a R$50
21/06/2019 03:56:56,Frequentemente,16,Homem,Santa Catarina – SC,Estuda e Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD FX 8300,AMD,NVIDIA GTX 760,2 GB,Loja física,,,"ARCADE, Aventura, Esporte, FPS/TPS, Mundo Aberto",CS GO,Nada
